account_number,bad_flag
124210,0.80964
124211,0.00448
124212,0.58287
124213,0.02559
124214,0.60564
124215,0.88428
124216,0.30666
124217,0.73424
124218,0.7354
124219,0.57461
124220,0.7629
124221,0.84169
124222,0.72783
124223,0.81295
124224,0.29785
124225,0.45346
124226,0.70256
124227,0.0931
124228,0.40304
124229,0.38122
124230,0.30956
124231,0.60262
124232,0.79014
124233,0.1681
124234,0.77772
124235,0.62722
124236,0.40015
124237,0.76968
124238,0.41702
124239,0.4562
124240,0.56084
124241,0.76734
124242,0.70978
124243,0.75565
124244,0.15049
124245,0.69458
124246,0.73906
124247,0.46229
124248,0.60087
124249,0.92507
124250,0.73659
124251,0.70773
124252,0.39839
124253,0.31245
124254,0.61326
124255,0.77958
124256,0.4193
124257,0.57429
124258,0.30608
124259,0.73893
124260,0.63274
124261,0.6579
124262,0.71707
124263,0.53763
124264,0.59166
124265,0.86579
124266,0.7312
124267,0.87416
124268,0.55567
124269,0.41363
124270,0.45647
124271,0.70772
124272,0.72003
124273,0.13102
124274,0.37639
124275,0.69408
124276,0.6298
124277,0.69912
124278,0.81242
124279,0.0147
124280,0.32193
124281,0.04795
124282,0.51115
124283,0.72728
124284,0.74609
124285,0.70738
124286,0.76549
124287,0.43551
124288,0.55835
124289,0.59587
124290,0.73246
124291,0.66812
124292,0.73851
124293,0.47985
124294,0.77396
124295,0.60395
124296,0.28866
124297,0.29449
124298,0.7043
124299,0.53358
124300,0.55425
124301,0.68652
124302,0.9091
124303,0.51032
124304,0.3742
124305,0.47535
124306,0.49976
124307,0.8517
124308,0.74499
124309,0.56093
124310,0.70429
124311,0.20351
124312,0.00458
124313,0.1209
124314,0.81838
124315,0.83049
124316,0.76252
124317,0.39354
124318,0.10756
124319,0.72635
124320,0.76006
124321,0.50387
124322,0.51943
124323,0.88267
124324,0.54774
124325,0.79695
124326,0.48735
124327,0.49488
124328,0.48626
124329,0.7804
124330,0.70085
124331,0.14332
124332,0.26921
124333,0.59487
124334,0.29442
124335,0.05073
124336,0.79607
124337,0.72206
124338,0.82434
124339,0.7055
124340,0.06023
124341,0.53241
124342,0.56054
124343,0.57808
124344,0.22316
124345,0.43022
124346,0.68468
124347,0.63394
124348,0.77454
124349,0.61101
124350,0.3687
124351,0.82698
124352,0.45504
124353,0.72153
124354,0.82861
124355,0.72089
124356,0.84816
124357,0.6047
124358,0.71297
124359,0.78417
124360,0.06007
124361,0.77965
124362,0.08771
124363,0.7523
124364,0.7338
124365,0.54566
124366,0.55391
124367,0.58093
124368,0.87643
124369,0.72768
124370,0.51628
124371,0.0117
124372,0.37436
124373,0.88421
124374,0.56363
124375,0.59315
124376,0.78
124377,0.75746
124378,0.25067
124379,0.35678
124380,0.13982
124381,0.55498
124382,0.73317
124383,0.60698
124384,0.7227
124385,0.5433
124386,0.57972
124387,0.69557
124388,0.73937
124389,0.62571
124390,0.65092
124391,0.75078
124392,0.73842
124393,0.45805
124394,0.79769
124395,0.54842
124396,0.29126
124397,0.12914
124398,0.59237
124399,0.53208
124400,0.69821
124401,0.4389
124402,0.04648
124403,0.83543
124404,0.49012
124405,0.02679
124406,0.72374
124407,0.38256
124408,0.27528
124409,0.58771
124410,0.75914
124411,0.47984
124412,0.9647
124413,0.63778
124414,0.9764
124415,0.55662
124416,0.4897
124417,0.70473
124418,0.65039
124419,0.69913
124420,0.66085
124421,0.9643
124422,0.63946
124423,0.52726
124424,0.1442
124425,0.89112
124426,0.70518
124427,0.6054
124428,0.66384
124429,0.38488
124430,0.10329
124431,0.61584
124432,0.60352
124433,0.03459
124434,0.22814
124435,0.04984
124436,0.50509
124437,0.3103
124438,0.70387
124439,0.19758
124440,0.68507
124441,0.25785
124442,0.13309
124443,0.61277
124444,0.13517
124445,0.52366
124446,0.03299
124447,0.35207
124448,0.51988
124449,0.60595
124450,0.01753
124451,0.02002
124452,0.22898
124453,0.34366
124454,0.54895
124455,0.70117
124456,0.5246
124457,0.79522
124458,0.60337
124459,0.59116
124460,0.03845
124461,0.599
124462,0.73085
124463,0.59802
124464,0.01886
124465,0.70249
124466,0.12881
124467,0.83641
124468,0.58869
124469,0.67224
124470,0.59176
124471,0.25491
124472,0.49708
124473,0.24164
124474,0.29186
124475,0.57035
124476,0.46683
124477,0.45978
124478,0.75958
124479,0.01767
124480,0.84318
124481,0.56303
124482,0.56162
124483,0.69069
124484,0.20344
124485,0.31043
124486,0.84984
124487,0.35998
124488,0.75541
124489,0.15956
124490,0.76998
124491,0.59391
124492,0.79767
124493,0.70628
124494,0.79527
124495,0.74355
124496,0.54498
124497,0.05852
124498,0.37592
124499,0.51017
124500,0.52422
124501,0.32458
124502,0.47331
124503,0.70614
124504,0.24542
124505,0.61184
124506,0.7776
124507,0.21929
124508,0.74219
124509,0.49873
124510,0.03479
124511,0.65298
124512,0.76324
124513,0.6332
124514,0.76847
124515,0.85873
124516,0.42087
124517,0.47747
124518,0.1799
124519,0.63353
124520,0.60437
124521,0.62096
124522,0.66918
124523,0.05627
124524,0.86521
124525,0.62337
124526,0.18331
124527,0.25693
124528,0.04249
124529,0.75277
124530,0.7522
124531,0.62192
124532,0.10316
124533,0.76905
124534,0.80922
124535,0.49063
124536,0.67575
124537,0.09627
124538,0.03314
124539,0.65349
124540,0.52413
124541,0.71143
124542,0.4078
124543,0.18094
124544,0.67053
124545,0.20373
124546,0.72501
124547,0.1464
124548,0.69072
124549,0.70675
124550,0.70879
124551,0.76916
124552,0.74491
124553,0.63172
124554,0.65661
124555,0.94707
124556,0.34949
124557,0.47154
124558,0.17171
124559,0.62985
124560,0.66462
124561,0.25536
124562,0.04282
124563,0.62809
124564,0.05234
124565,0.50973
124566,0.80068
124567,0.24197
124568,0.69176
124569,0.55957
124570,0.16132
124571,0.54024
124572,0.58754
124573,0.57104
124574,0.67023
124575,0.69462
124576,0.66782
124577,0.70077
124578,0.2938
124579,0.94113
124580,0.43814
124581,0.01345
124582,0.38511
124583,0.24103
124584,0.5772
124585,0.69281
124586,0.5823
124587,0.04165
124588,0.77249
124589,0.69395
124590,0.83446
124591,0.54938
124592,0.1584
124593,0.44675
124594,0.80243
124595,0.71858
124596,0.7266
124597,0.31692
124598,0.03454
124599,0.86226
124600,0.53954
124601,0.61943
124602,0.56645
124603,0.96016
124604,0.80532
124605,0.67735
124606,0.21114
124607,0.1658
124608,0.42087
124609,0.67542
124610,0.07938
124611,0.42924
124612,0.8013
124613,0.78215
124614,0.00125
124615,0.61601
124616,0.66075
124617,0.4593
124618,0.52266
124619,0.61818
124620,0.5078
124621,0.77577
124622,0.58157
124623,0.77892
124624,0.02998
124625,0.39446
124626,0.49453
124627,0.51976
124628,0.25061
124629,0.69206
124630,0.61571
124631,0.50363
124632,0.7236
124633,0.24358
124634,0.59239
124635,0.70698
124636,0.28799
124637,0.58805
124638,0.67961
124639,0.69791
124640,0.70468
124641,0.71513
124642,0.70052
124643,0.39847
124644,0.30679
124645,0.71053
124646,0.65131
124647,0.7856
124648,0.64242
124649,0.70364
124650,0.2518
124651,0.48846
124652,0.71244
124653,0.79253
124654,0.75024
124655,0.85781
124656,0.83277
124657,0.58076
124658,0.73095
124659,0.25084
124660,0.07582
124661,0.27299
124662,0.82208
124663,0.81283
124664,0.76321
124665,0.56311
124666,0.67724
124667,0.57426
124668,0.33952
124669,0.70421
124670,0.55971
124671,0.70707
124672,0.27268
124673,0.69606
124674,0.61346
124675,0.12474
124676,0.59172
124677,0.51662
124678,0.46614
124679,0.79186
124680,0.49072
124681,0.62112
124682,0.6073
124683,0.61128
124684,0.00521
124685,0.72063
124686,0.52012
124687,0.70553
124688,0.57196
124689,0.60215
124690,0.17543
124691,0.51476
124692,0.57889
124693,0.60028
124694,0.00194
124695,0.13692
124696,0.72452
124697,0.51438
124698,0.61805
124699,0.93604
124700,0.50328
124701,0.57203
124702,0.79386
124703,0.70034
124704,0.31544
124705,0.70624
124706,0.61091
124707,0.3557
124708,0.43748
124709,0.85836
124710,0.65556
124711,0.62705
124712,0.21977
124713,0.36823
124714,0.90284
124715,0.60676
124716,0.5106
124717,0.53085
124718,0.69146
124719,0.76849
124720,0.87346
124721,0.12602
124722,0.41577
124723,0.36772
124724,0.26776
124725,0.29217
124726,0.66505
124727,0.13931
124728,0.73824
124729,0.97021
124730,0.50644
124731,0.05638
124732,0.70697
124733,0.65267
124734,0.41947
124735,0.73866
124736,0.10937
124737,0.71281
124738,0.66822
124739,0.20809
124740,0.33973
124741,0.57859
124742,0.58552
124743,0.80719
124744,0.77617
124745,0.74753
124746,0.72225
124747,0.04586
124748,0.69276
124749,0.69205
124750,0.70508
124751,0.55045
124752,0.14553
124753,0.58291
124754,0.88901
124755,0.42471
124756,0.22632
124757,0.80182
124758,0.69086
124759,0.17812
124760,0.66127
124761,0.61099
124762,0.5428
124763,0.73725
124764,0.68366
124765,0.73651
124766,0.79618
124767,0.35606
124768,0.65191
124769,0.73088
124770,0.7353
124771,0.72696
124772,0.74155
124773,0.11967
124774,0.45433
124775,0.47472
124776,0.63988
124777,0.83631
124778,0.93189
124779,0.75992
124780,0.56231
124781,0.18092
124782,0.64612
124783,0.79003
124784,0.60914
124785,0.45182
124786,0.79743
124787,0.82156
124788,0.59425
124789,0.53898
124790,0.39084
124791,0.57342
124792,0.25871
124793,0.61483
124794,0.19171
124795,0.65967
124796,0.84841
124797,0.66953
124798,0.68703
124799,0.223
124800,0.34458
124801,0.46247
124802,0.49422
124803,0.83822
124804,0.40987
124805,0.76705
124806,0.75178
124807,0.70561
124808,0.47374
124809,0.76085
124810,0.68583
124811,0.41771
124812,0.5127
124813,0.7047
124814,0.06561
124815,0.57696
124816,0.20052
124817,0.59773
124818,0.47198
124819,0.70735
124820,0.16824
124821,0.54206
124822,0.74014
124823,0.11642
124824,0.374
124825,0.72812
124826,0.25029
124827,0.07456
124828,0.66793
124829,0.70682
124830,0.37725
124831,0.78339
124832,0.34068
124833,0.7147
124834,0.77976
124835,0.76869
124836,0.72226
124837,0.07863
124838,0.12814
124839,0.21639
124840,0.04489
124841,0.01609
124842,0.26659
124843,0.03659
124844,0.80142
124845,0.36473
124846,0.69064
124847,0.17044
124848,0.58557
124849,0.42414
124850,0.25489
124851,0.19512
124852,0.82631
124853,0.48616
124854,0.18472
124855,0.50944
124856,0.43978
124857,0.44206
124858,0.9091
124859,0.57948
124860,0.77263
124861,0.78041
124862,0.57308
124863,0.61652
124864,0.19606
124865,0.63527
124866,0.48736
124867,0.693
124868,0.1621
124869,0.64532
124870,0.70692
124871,0.79935
124872,0.7037
124873,0.60727
124874,0.34993
124875,0.59999
124876,0.75385
124877,0.60656
124878,0.44288
124879,0.3034
124880,0.10392
124881,0.89469
124882,0.55621
124883,0.59852
124884,0.46771
124885,0.59112
124886,0.91345
124887,0.56944
124888,0.2534
124889,0.88608
124890,0.18784
124891,0.72482
124892,0.65428
124893,0.12135
124894,0.59953
124895,0.41005
124896,0.47608
124897,0.6162
124898,0.48272
124899,0.78678
124900,0.53827
124901,0.73411
124902,0.82972
124903,0.62052
124904,0.5655
124905,0.51646
124906,0.70996
124907,0.46718
124908,0.901
124909,0.64922
124910,0.75776
124911,0.74747
124912,0.32735
124913,0.81183
124914,0.07593
124915,0.63753
124916,0.52696
124917,0.49225
124918,0.77401
124919,0.66355
124920,0.62271
124921,0.43831
124922,0.83618
124923,0.73199
124924,0.75753
124925,0.63361
124926,0.50932
124927,0.60378
124928,0.85914
124929,0.58281
124930,0.23022
124931,0.67292
124932,0.64839
124933,0.69455
124934,0.47175
124935,0.35712
124936,0.73711
124937,0.3216
124938,0.31153
124939,0.07621
124940,0.30954
124941,0.49497
124942,0.7504
124943,0.68439
124944,0.54982
124945,0.65204
124946,0.68887
124947,0.4667
124948,0.73022
124949,0.80206
124950,0.76991
124951,0.66459
124952,0.5887
124953,0.05938
124954,0.77517
124955,0.84519
124956,0.92943
124957,0.9379
124958,0.7521
124959,0.47238
124960,0.37538
124961,0.66493
124962,0.76971
124963,0.75916
124964,0.79025
124965,0.5002
124966,0.35363
124967,0.6927
124968,0.77656
124969,0.72202
124970,0.02692
124971,0.70098
124972,0.58611
124973,0.32422
124974,0.49329
124975,0.68014
124976,0.7012
124977,0.71291
124978,0.94962
124979,0.548
124980,0.01432
124981,0.87283
124982,0.01489
124983,0.68286
124984,0.68411
124985,1.0
124986,0.90912
124987,0.45929
124988,0.66979
124989,0.0256
124990,0.50788
124991,0.80505
124992,0.68287
124993,0.94951
124994,0.75831
124995,0.7772
124996,0.38897
124997,0.74213
124998,0.4897
124999,0.41676
125000,0.8101
125001,0.46959
125002,0.248
125003,0.8206
125004,0.15028
125005,0.38516
125006,0.23827
125007,0.48343
125008,0.56181
125009,0.34156
125010,0.83504
125011,0.50759
125012,0.65177
125013,0.00252
125014,0.27992
125015,0.74047
125016,0.10267
125017,0.65179
125018,0.94121
125019,0.54935
125020,0.71491
125021,0.0244
125022,0.66721
125023,0.28662
125024,0.54484
125025,0.17472
125026,0.50343
125027,0.46369
125028,0.46715
125029,0.36252
125030,0.65705
125031,0.31575
125032,0.29142
125033,0.64223
125034,0.0788
125035,0.0768
125036,0.6223
125037,0.69647
125038,0.77561
125039,0.70357
125040,0.73184
125041,0.50526
125042,0.22656
125043,0.75271
125044,0.76239
125045,0.66218
125046,0.48321
125047,0.65499
125048,0.74025
125049,0.69961
125050,0.26207
125051,0.08592
125052,0.45732
125053,0.60862
125054,0.50205
125055,0.55169
125056,0.52416
125057,0.3493
125058,0.34261
125059,0.64506
125060,0.43115
125061,0.77068
125062,0.44346
125063,0.74852
125064,0.67615
125065,0.55201
125066,0.6166
125067,0.54999
125068,0.23876
125069,0.72898
125070,0.57704
125071,0.65677
125072,0.80537
125073,0.74424
125074,0.53588
125075,0.67709
125076,0.66243
125077,0.90246
125078,0.65897
125079,0.76532
125080,0.11773
125081,0.23707
125082,0.67391
125083,0.69235
125084,0.77081
125085,0.644
125086,0.20168
125087,0.81444
125088,0.76364
125089,0.69436
125090,0.13488
125091,0.63213
125092,0.6979
125093,0.53549
125094,0.67137
125095,0.68094
125096,0.64251
125097,0.08942
125098,0.08839
125099,0.78654
125100,0.39215
125101,0.42438
125102,0.40283
125103,0.59027
125104,0.74243
125105,0.24442
125106,0.64015
125107,0.60307
125108,0.59092
125109,0.80141
125110,0.38876
125111,0.65313
125112,0.05023
125113,0.76675
125114,0.33716
125115,0.49038
125116,0.55006
125117,0.42438
125118,0.02861
125119,0.48246
125120,0.72538
125121,0.5854
125122,0.81326
125123,0.42812
125124,0.30103
125125,0.71889
125126,0.95637
125127,0.37369
125128,0.05639
125129,0.32865
125130,0.95047
125131,0.42403
125132,0.90011
125133,0.72097
125134,0.78646
125135,0.74542
125136,0.96712
125137,0.72881
125138,0.67661
125139,0.15514
125140,0.67572
125141,0.06042
125142,0.65846
125143,0.50264
125144,0.03197
125145,0.6131
125146,0.82042
125147,0.81645
125148,0.47715
125149,0.74189
125150,0.63178
125151,0.72359
125152,0.86075
125153,0.72857
125154,0.61887
125155,0.56627
125156,0.74542
125157,0.70875
125158,0.72907
125159,0.60514
125160,0.33564
125161,0.7984
125162,0.75053
125163,0.32083
125164,0.65726
125165,0.64888
125166,0.16629
125167,0.407
125168,0.73722
125169,0.55648
125170,0.21671
125171,0.53477
125172,0.76272
125173,0.22483
125174,0.2435
125175,0.75513
125176,0.02078
125177,0.38917
125178,0.79492
125179,0.3134
125180,0.73222
125181,0.72808
125182,0.5511
125183,0.65585
125184,0.05382
125185,0.47259
125186,0.51135
125187,0.35111
125188,0.80393
125189,0.7489
125190,0.48246
125191,0.36258
125192,0.44408
125193,0.58683
125194,0.52462
125195,0.28973
125196,0.03077
125197,0.80535
125198,0.56234
125199,0.82253
125200,0.78142
125201,0.59829
125202,0.70436
125203,0.45051
125204,0.66817
125205,0.4784
125206,0.72258
125207,0.71286
125208,0.70585
125209,0.58244
125210,0.61263
125211,0.07196
125212,0.73501
125213,0.79802
125214,0.82452
125215,0.18341
125216,0.79341
125217,0.64751
125218,0.35318
125219,0.65795
125220,0.41681
125221,0.67473
125222,0.22584
125223,0.18156
125224,0.32128
125225,0.74953
125226,0.83525
125227,0.76203
125228,0.24873
125229,0.74228
125230,0.23427
125231,0.44786
125232,0.54839
125233,0.71236
125234,0.0139
125235,0.47414
125236,0.78816
125237,0.38197
125238,0.73854
125239,0.69184
125240,0.53381
125241,0.70957
125242,0.51856
125243,0.56994
125244,0.69386
125245,0.6675
125246,0.62255
125247,0.25511
125248,0.83791
125249,0.66832
125250,0.44902
125251,0.62093
125252,0.59665
125253,0.09711
125254,0.6781
125255,0.68197
125256,0.29954
125257,0.74657
125258,0.50917
125259,0.47623
125260,0.11335
125261,0.79404
125262,0.8258
125263,0.46754
125264,0.79449
125265,0.46531
125266,0.6338
125267,0.31893
125268,0.33741
125269,0.71295
125270,0.34122
125271,0.66577
125272,0.51088
125273,0.55908
125274,0.68773
125275,0.54344
125276,0.34381
125277,0.68801
125278,0.38186
125279,0.60532
125280,0.67268
125281,0.16414
125282,0.48973
125283,0.7392
125284,0.28765
125285,0.66833
125286,0.66164
125287,0.68591
125288,0.76285
125289,0.34273
125290,0.60486
125291,0.71156
125292,0.56039
125293,0.78311
125294,0.78739
125295,0.15785
125296,0.52791
125297,0.60212
125298,0.59721
125299,0.34806
125300,0.53417
125301,0.07986
125302,0.65943
125303,0.27471
125304,0.21707
125305,0.74785
125306,0.68696
125307,0.59239
125308,0.60222
125309,0.547
125310,0.42715
125311,0.645
125312,0.4579
125313,0.77606
125314,0.63045
125315,0.7106
125316,0.56975
125317,0.62889
125318,0.7672
125319,0.33128
125320,0.76458
125321,0.64132
125322,0.94212
125323,0.39217
125324,0.12448
125325,0.555
125326,0.40209
125327,0.94089
125328,0.41023
125329,0.22745
125330,0.59659
125331,0.70496
125332,0.33528
125333,0.72028
125334,0.28408
125335,0.42975
125336,0.75874
125337,0.19798
125338,0.63469
125339,0.69528
125340,0.57915
125341,0.36025
125342,0.44895
125343,0.1418
125344,0.61673
125345,0.67143
125346,0.785
125347,0.69834
125348,0.64251
125349,0.68363
125350,0.35571
125351,0.64565
125352,0.61725
125353,0.84548
125354,0.2897
125355,0.74954
125356,0.76482
125357,0.73904
125358,0.66459
125359,0.64802
125360,0.78758
125361,0.01944
125362,0.0411
125363,0.50463
125364,0.62195
125365,0.79516
125366,0.61322
125367,0.19407
125368,0.66673
125369,0.76574
125370,0.80412
125371,0.47599
125372,0.47129
125373,0.44679
125374,0.5792
125375,0.02396
125376,0.7286
125377,0.76108
125378,0.74725
125379,0.61244
125380,0.88988
125381,0.60719
125382,0.65888
125383,0.58704
125384,0.95428
125385,0.82341
125386,0.26697
125387,0.66879
125388,0.395
125389,0.68551
125390,0.59177
125391,0.64477
125392,0.62417
125393,0.67694
125394,0.76023
125395,0.48088
125396,0.11109
125397,0.85457
125398,0.60385
125399,0.21148
125400,0.6278
125401,0.76781
125402,0.74918
125403,0.74454
125404,0.96669
125405,0.19729
125406,0.53303
125407,0.96398
125408,0.52407
125409,0.43401
125410,0.89788
125411,0.77113
125412,0.76923
125413,0.55844
125414,0.30121
125415,0.82362
125416,0.63244
125417,0.27989
125418,0.21804
125419,0.57004
125420,0.65491
125421,0.5921
125422,0.58434
125423,0.76485
125424,0.75802
125425,0.62372
125426,0.12911
125427,0.18049
125428,0.73184
125429,0.829
125430,0.82967
125431,0.64741
125432,0.58778
125433,0.57834
125434,0.93077
125435,0.77344
125436,0.5456
125437,0.71729
125438,0.64177
125439,0.80109
125440,0.38705
125441,0.76228
125442,0.7241
125443,0.84736
125444,0.66489
125445,0.72191
125446,0.56454
125447,0.78571
125448,0.66354
125449,0.12914
125450,0.78311
125451,0.57756
125452,0.05299
125453,0.55244
125454,0.73329
125455,0.73316
125456,0.73539
125457,0.27989
125458,0.57233
125459,0.50163
125460,0.65277
125461,0.32594
125462,0.72852
125463,0.06135
125464,0.03907
125465,0.04508
125466,0.55195
125467,0.51405
125468,0.69986
125469,0.59334
125470,0.44301
125471,0.63066
125472,0.74179
125473,0.8419
125474,0.28849
125475,0.3851
125476,0.61366
125477,0.73916
125478,0.65223
125479,0.67808
125480,0.66877
125481,0.35157
125482,0.46206
125483,0.06482
125484,0.13529
125485,0.46052
125486,0.5299
125487,0.38117
125488,0.6618
125489,0.81738
125490,0.59165
125491,0.67226
125492,0.34976
125493,0.48813
125494,0.54382
125495,0.66987
125496,0.47873
125497,0.34453
125498,0.25032
125499,0.51825
125500,0.76848
125501,0.69471
125502,0.55486
125503,0.77712
125504,0.10896
125505,0.65632
125506,0.7268
125507,0.41495
125508,0.79723
125509,0.40529
125510,0.71963
125511,0.5164
125512,0.33588
125513,0.78579
125514,0.59932
125515,0.52578
125516,0.6775
125517,0.67123
125518,0.7044
125519,0.0147
125520,0.06082
125521,0.42722
125522,0.38953
125523,0.78991
125524,0.48204
125525,0.74699
125526,0.86238
125527,0.64147
125528,0.50097
125529,0.77588
125530,0.48646
125531,0.58041
125532,0.24507
125533,0.07465
125534,0.21381
125535,0.29221
125536,0.71017
125537,0.56911
125538,0.67694
125539,0.5909
125540,0.70542
125541,0.61137
125542,0.77219
125543,0.43551
125544,0.12472
125545,0.75059
125546,0.27241
125547,0.54308
125548,0.6404
125549,0.76457
125550,0.39595
125551,0.85176
125552,0.53187
125553,0.84127
125554,0.69646
125555,0.69227
125556,0.64371
125557,0.7789
125558,0.46679
125559,0.75556
125560,0.21789
125561,0.62192
125562,0.82952
125563,0.17413
125564,0.67314
125565,0.44149
125566,0.74997
125567,0.54316
125568,0.66381
125569,0.65642
125570,0.87949
125571,0.30005
125572,0.62513
125573,0.35819
125574,0.1172
125575,0.36154
125576,0.73894
125577,0.57014
125578,0.73968
125579,0.87175
125580,0.66811
125581,0.17734
125582,0.08401
125583,0.64255
125584,0.77761
125585,0.84213
125586,0.26312
125587,0.22611
125588,0.83581
125589,0.57344
125590,0.7335
125591,0.83868
125592,0.62299
125593,0.71137
125594,0.75276
125595,0.40485
125596,0.35198
125597,0.63588
125598,0.49484
125599,0.80319
125600,0.57809
125601,0.75255
125602,0.54722
125603,0.843
125604,0.14125
125605,0.6977
125606,0.3303
125607,0.49864
125608,0.73972
125609,0.77903
125610,0.68887
125611,0.63042
125612,0.74584
125613,0.80773
125614,0.50263
125615,0.63928
125616,0.1461
125617,0.16224
125618,0.51013
125619,0.67304
125620,0.55303
125621,0.5276
125622,0.50053
125623,0.59837
125624,0.58801
125625,0.46192
125626,0.4992
125627,0.58778
125628,0.83344
125629,0.29493
125630,0.67099
125631,0.21466
125632,0.51113
125633,0.55973
125634,0.70353
125635,0.76114
125636,0.47956
125637,0.73762
125638,0.62433
125639,0.47394
125640,0.41276
125641,0.60558
125642,0.38444
125643,0.14401
125644,0.44564
125645,0.79955
125646,0.07103
125647,0.56675
125648,0.67812
125649,0.82124
125650,0.59963
125651,0.59015
125652,0.45728
125653,0.7305
125654,0.70083
125655,0.35267
125656,0.32507
125657,0.25391
125658,0.44871
125659,0.49867
125660,0.61894
125661,0.73159
125662,0.59972
125663,0.72956
125664,0.60621
125665,0.81655
125666,0.64703
125667,0.75978
125668,0.66034
125669,0.72478
125670,0.44021
125671,0.69092
125672,0.76551
125673,0.43417
125674,0.71808
125675,0.7511
125676,0.79561
125677,0.49076
125678,0.52124
125679,0.77442
125680,0.62379
125681,0.60836
125682,0.77729
125683,0.86781
125684,0.71837
125685,0.67963
125686,0.5649
125687,0.53065
125688,0.47465
125689,0.66378
125690,0.81769
125691,0.28281
125692,0.42062
125693,0.95597
125694,0.65324
125695,0.90881
125696,0.37125
125697,0.62025
125698,0.18238
125699,0.7069
125700,0.59883
125701,0.22948
125702,0.74868
125703,0.71068
125704,0.26379
125705,0.10214
125706,0.82709
125707,0.7771
125708,0.72156
125709,0.65734
125710,0.59137
125711,0.79244
125712,0.60037
125713,0.11284
125714,0.53495
125715,0.69187
125716,0.10734
125717,0.47492
125718,0.35786
125719,0.40736
125720,0.77409
125721,0.52762
125722,0.09061
125723,0.72053
125724,0.14505
125725,0.46879
125726,0.74585
125727,0.11841
125728,0.2475
125729,0.82273
125730,0.00812
125731,0.79463
125732,0.46596
125733,0.66051
125734,0.86693
125735,0.83189
125736,0.66451
125737,0.62765
125738,0.36971
125739,0.76264
125740,0.70572
125741,0.58082
125742,0.63997
125743,0.7097
125744,0.79116
125745,0.61719
125746,0.05095
125747,0.4799
125748,0.18268
125749,0.76493
125750,0.14529
125751,0.74547
125752,0.74224
125753,0.66606
125754,0.56318
125755,0.59831
125756,0.32179
125757,0.6487
125758,0.45764
125759,0.08915
125760,0.80817
125761,0.77424
125762,0.75851
125763,0.2525
125764,0.00655
125765,0.25485
125766,0.66327
125767,0.30892
125768,0.69453
125769,0.09622
125770,0.63521
125771,0.73935
125772,0.50607
125773,0.55469
125774,0.27125
125775,0.63358
125776,0.91447
125777,0.80464
125778,0.69878
125779,0.36905
125780,0.7737
125781,0.76162
125782,0.49645
125783,0.4545
125784,0.07103
125785,0.70479
125786,0.94075
125787,0.01091
125788,0.79145
125789,0.59115
125790,0.34996
125791,0.40801
125792,0.59254
125793,0.4346
125794,0.87555
125795,0.65086
125796,0.16726
125797,0.84991
125798,0.71805
125799,0.8898
125800,0.66906
125801,0.3073
125802,0.73693
125803,0.34125
125804,0.80044
125805,0.07119
125806,0.6689
125807,0.55486
125808,0.67767
125809,0.26928
125810,0.4002
125811,0.69489
125812,0.68715
125813,0.35631
125814,0.52402
125815,0.35789
125816,0.71008
125817,0.70396
125818,0.10784
125819,0.72099
125820,0.36295
125821,0.68976
125822,0.84296
125823,0.54657
125824,0.75296
125825,0.55776
125826,0.11167
125827,0.69601
125828,0.81235
125829,0.7422
125830,0.74205
125831,0.54581
125832,0.61698
125833,0.262
125834,0.95227
125835,0.78795
125836,0.66311
125837,0.78414
125838,0.04428
125839,0.77452
125840,0.70518
125841,0.79188
125842,0.59098
125843,0.66134
125844,0.40479
125845,0.14073
125846,0.52234
125847,0.55471
125848,0.02675
125849,0.6204
125850,0.53787
125851,0.47456
125852,0.62244
125853,0.19997
125854,0.63385
125855,0.56252
125856,0.82984
125857,0.14621
125858,0.48769
125859,0.41641
125860,0.44939
125861,0.43923
125862,0.3503
125863,0.48605
125864,0.19778
125865,0.51814
125866,0.74538
125867,0.64872
125868,0.4886
125869,0.41133
125870,0.68393
125871,0.6779
125872,0.76046
125873,0.19111
125874,0.34524
125875,0.09418
125876,0.30596
125877,0.78294
125878,0.67
125879,0.41721
125880,0.79842
125881,0.862
125882,0.07594
125883,0.58869
125884,0.27938
125885,0.25398
125886,0.02037
125887,0.73755
125888,0.57863
125889,0.66922
125890,0.56544
125891,0.70864
125892,0.63768
125893,0.61028
125894,0.59105
125895,0.68139
125896,0.45186
125897,0.43939
125898,0.5703
125899,0.04029
125900,0.77995
125901,0.64083
125902,0.64817
125903,0.39384
125904,0.12553
125905,0.48912
125906,0.48465
125907,0.52772
125908,0.64196
125909,0.52546
125910,0.84376
125911,0.42307
125912,0.56839
125913,0.6941
125914,0.35938
125915,0.25847
125916,0.81229
125917,0.46798
125918,0.04153
125919,0.79116
125920,0.40819
125921,0.62533
125922,0.72655
125923,0.81839
125924,0.09614
125925,0.18579
125926,0.60731
125927,0.4981
125928,0.44424
125929,0.61661
125930,0.5648
125931,0.71625
125932,0.07373
125933,0.13055
125934,0.30124
125935,0.87035
125936,0.5471
125937,0.01481
125938,0.42897
125939,0.22369
125940,0.16106
125941,0.59634
125942,0.65161
125943,0.59176
125944,0.2801
125945,0.18271
125946,0.4804
125947,0.68761
125948,0.60997
125949,0.59058
125950,0.7129
125951,0.44874
125952,0.73456
125953,0.68036
125954,0.75474
125955,0.39874
125956,0.28221
125957,0.8424
125958,0.0169
125959,0.50991
125960,0.84325
